identifier,identifier_pmid,title,creator,subject,rights,source,file_names_html,text_links_list
658,520,"காஞ்சிப் புராணம் / காண்டம் 2, பகுதி 5 (1226-1680) / பன்னிரு நாமப்படலம்",கச்சியப்ப முனிவர்,புராணம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0520.html,pmuni0520.txt
659,521,பிங்கல நிகண்டு (பிங்கலந்தை),பிங்கலமுனிவர்,நிகண்டு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0521_01.html | pmuni0521_02.html,pmuni0521_01.txt | pmuni0521_02.txt
660,522,"ஞானவந்தாதி, நான்மணிமாலை",குமாரசாமி முனிவர்,"பிரபந்தம் - அந்தாதி , பிரபந்தம்- மாலை",public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0522.html,pmuni0522.txt
661,523,"அகநானூறு: பாகம் 2a & 2b செய்யுள் 121-300, நாட்டார் விளக்கவுரைகளுடன்","நாவலர், ந.மு. வேங்கடசாமி நாட்டார்",சங்ககாலம் – எட்டுத்தொகை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0523_01.html | pmuni0523_02.html,pmuni0523_01.txt | pmuni0523_02.txt
662,524,ஜெயங்கொண்டார் சதகம்,முத்தப்பச் செட்டியார்,பிரபந்தம் - சதகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0524.html,pmuni0524.txt
663,525,சிந்தா நதி  (நினைவலைகள்),லா. ச. ராமாமிருதம்,வரலாற்றுக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0525.html,pmuni0525.txt
664,526,சேக்கிழார் : ஆராய்ச்சி நூல்,மா. இராசமாணிக்கனார்,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0526.html,pmuni0526.txt
665,527,"காஞ்சிப் புராணம் / காண்டம் 2, பகுதி 6 / 8. இருபத்தெண்டளிப் படலம் (செய்யுள் 1681-2113)",கச்சியப்ப முனிவர்,புராணம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0527.html,pmuni0527.txt
666,528,சைவ சமயம் (கட்டுரைகள்),மா. இராசமாணிக்கனார்,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0528.html,pmuni0528.txt
667,529,"பகவத் கீதை- பாரதியார் முன்னுரை, விளக்க உரை",சி. சுப்ரமணிய பாரதியார்,"உரை, கட்டுரைகள்",public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0529.html,pmuni0529.txt
668,530,தமிழர் நாட்டுப் பாடல்கள் - பாகம் 1& 2,தொகுப்பாசிரியர்: நா. வானமாமலை,நாட்டுப் பாடல்கள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0530_01.html | pmuni0530_02.html,pmuni0530_01.txt | pmuni0530_02.txt
669,531,புற நானூறு - மூலமும் விளக்க உரையும்,ஔவை துரைசாமி பிள்ளை,சங்ககாலம் – எட்டுத்தொகை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0531_01.html | pmuni0531_02.html | pmuni0531_03.html,pmuni0531_01.txt | pmuni0531_02.txt | pmuni0531_03.txt
670,532,பாரதியும் உலகமும்,ம. ப. பெரியசாமித் தூரன்,கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0532.html,pmuni0532.txt
671,533,அபிதா (நாவல்),லா. ச. ராமாமிருதம்,நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0533.html,pmuni0533.txt
672,534,"அகநானூறு:பாகம் 3, செய்யுள் 301- 400,  மூலமும் விளக்க உரையும்",ந.மு. வேங்கடசாமி நாட்டார்,சங்ககாலம் – எட்டுத்தொகை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0534.html,pmuni0534.txt
673,535,சிரிக்கும் பூக்கள் (பாடல்கள் தொகுப்பு),அழ.வள்ளியப்பா,குழந்தைப் பாடல்கள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0535.html,pmuni0535.txt
674,536,கதைக் கொத்து ,சி. சுப்ரமணிய பாரதியார்,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0536.html,pmuni0536.txt
675,537,ஜனனி (சிறுகதைத் தொகுதி),லா. ச. இராமாமிருதம்,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0537.html,pmuni0537.txt
676,538,நீலகேசி,,காப்பியங்கள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0538.html,pmuni0538.txt
677,539,இராமாயணம் /4. கிட்கிந்தா காண்டம் (இரண்டாம் பகுதி) /படலங்கள் 8-16,கம்பர்,இதிகாசம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0539.html,pmuni0539.txt
678,540,வாஷிங்டனில் திருமணம்,சாவி (சா.விஸ்வநாதன்),புதினம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0540.html,pmuni0540.txt
679,541,"இராமாயணம் /5. சுந்தர காண்டம் ( பகுதி 1, 2) /படலங்கள் 1-15",கம்பர்,இதிகாசம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0541_01.html | pmuni0541_02.html,pmuni0541_01.txt | pmuni0541_02.txt
680,542,கட்டுரைகள் -தொகுப்பு - 1,சி. சுப்ரமணிய பாரதியார்,கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0542.html,pmuni0542.txt
681,543,வஸந்த கோகிலம்,வடுவூர் கே. துரைசாமி ஐயங்கார்,நாவல் - புதினம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0543.html,pmuni0543.txt
682,544,என் சரித்திரம் - பாகம் 1 & 2,உ.வே. சாமிநாத அய்யர்,சுய சரிதை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0544_01.html | pmuni0544_02.html,pmuni0544_01.txt | pmuni0544_02.txt
683,545,"இராமாயணம் /6. யுத்த காண்டம்  ( பகுதி 1, 2) /படலங்கள் 1-15",கம்பர்,இதிகாசம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0545_01.html | pmuni0545_02.html,pmuni0545_01.txt | pmuni0545_02.txt
684,546,திவான் லொடபட சிங் பகதூர்,வடுவூர் கே. துரைசாமி ஐயங்கார்,நாவல் - புதினம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0546.html,pmuni0546.txt
685,547,கரிப்பு மணிகள் (சமூக நாவல்),ராஜம் கிருஷ்ணன்,சமூக நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0547.html,pmuni0547.txt
686,548,என் சரித்திரம் - பாகம் 3 & 4,உ.வே. சாமிநாத அய்யர்,சுய சரிதை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0548_01.html | pmuni0548_02.html,pmuni0548_01.txt | pmuni0548_02.txt
687,549,வளையாபதி (விளக்க உரையுடன்),பொ வே சோமசுந்தரனார் (உரை),காப்பியங்கள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0549.html,pmuni0549.txt
688,550,சங்க காலத்தில் தமிழ் நாட்டில்  பெண்களின் நிலை ,சி. பாலசுப்பிரமணியன் (சிற்பி),சொற்பொழிவு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0550.html,pmuni0550.txt
689,551,அகல் விளக்கு  (2 பாகங்களாக),மு. வரதராசனார்,நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0551_01.html | pmuni0551_02.html,pmuni0551_01.txt | pmuni0551_02.txt
690,552,அங்கும் இங்கும்  ,நெ. து. சுந்தரவடிவேலு,பயணக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0552.html,pmuni0552.txt
691,553,சுழலில் மிதக்கும் தீபங்கள் ,ராஜம் கிருஷ்ணன்,சமூக நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0553.html,pmuni0553.txt
692,554,வேரில் பழுத்த பலா  ,சு. சமுத்திரம்,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0554.html,pmuni0554.txt
693,555,நேமிநாதம் (உரையுடன்) ,குணவீரபண்டிதர்,இலக்கண நூல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0555.html,pmuni0555.txt
694,556,என் சரித்திரம் - பாகம் 5,உ.வே. சாமிநாத அய்யர்,சுய சரிதை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0556.html,pmuni0556.txt
695,557,தமிழ் நாவலின் தோற்றமும் வளர்ச்சியும்,கி. வா. ஜகந்நாதன்,சொற்பொழிவுகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0557.html,pmuni0557.txt
696,558,"இராமாயணம் /6. யுத்த காண்டம்  ( பகுதி 3, 4) /படலங்கள் 16-32",கம்பர்,இதிகாசம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0558_01.html | pmuni0558_02.html,pmuni0558_01.txt | pmuni0558_02.txt
697,559,பாற்கடல்,லா.ச. இராமாமிருதம்,சுய சரிதை -இளமை நினைவுகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0559.html,pmuni0559.txt
698,560,தாயுமானவர் பாடல்கள்,தாயுமானவர்,பாடல்கள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0560.html,pmuni0560.txt
699,561,"இராமாயணம் - யுத்த காண்டம்  ( பகுதி 5, 6)                                               படலங்கள் 26-32, 33-39",கம்பர்,இதிகாசம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0561_01.html | pmuni0561_02.html,pmuni0561_01.txt | pmuni0561_02.txt
700,562,காக்கை விடு தூது,"பாந்தளூர் வெண்கோழியார் 
                                                ச. வெள்ளைவாரணனார் (தொகுப்பு)",பிரபந்தம் - தூது,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0562.html,pmuni0562.txt
701,563,கவிச் சக்கரவர்த்தி ஒட்டக்கூத்தர்,சி. பாலசுப்பிரமணியன் (சிற்பி),சொற்பொழிவுகள் - ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0563.html,pmuni0563.txt
702,564,சிறுகதைகள் தொகுப்பு- 4,ஜெயகாந்தன்,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0564.html,pmuni0564.txt
703,565,சிறுகதைகள் தொகுப்பு- 3,புதுமைப்பித்தன்,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0565.html,pmuni0565.txt
704,566,இலக்கியத்தில் இறை பக்தி,மாநிலன் (கி. ஜெகதீஸ்வரன்),கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0566.html,pmuni0566.txt
705,567,"மலையருவி (நாடோடிப் பாடல்கள்) - 1, 2","பர்ஸி மாக்வீன் (சேகரிப்பு)  
                                            கி.வா.ஜகந்நாதன் (தொகுப்பு)",நாடோடிப் பாடல்கள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0567_01.html | pmuni0567_02.html,pmuni0567_01.txt | pmuni0567_02.txt
706,568,மலரும் உள்ளம் (சிறுவர் பாடல்கள் தொகுப்பு -1) ,கவிஞர் அழ.வள்ளியப்பா,சிறுவர் பாடல்கள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0568.html,pmuni0568.txt
707,569,சிக்கிமுக்கிக் கற்கள்  ,சு. சமுத்திரம்,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0569.html,pmuni0569.txt
708,570,புதுக்கவிதையின் தோற்றமும் வளர்ச்சியும் ,வல்லிக்கண்ணன்,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0570.html,pmuni0570.txt
709,571,சிறந்த கதைகள் பதிமூன்று (இந்திய மொழிகளிலிருந்து),வல்லிக்கண்ணன் (மொழிபெயர்ப்பு),சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0571.html,pmuni0571.txt
710,572,ஒரு மாமரமும் மரங்கொத்திப் பறவைகளும் ,சு. சமுத்திரம்,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0572.html,pmuni0572.txt
711,573,மருதூரந்தாதி,தலைமலைகண்டதேவர்ஆறுமுக நாவலர் உரையுடன்,பிரபந்தம் - அந்தாதி,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0573.html,pmuni0573.txt
712,574,பாண்டிமண்டல சதகம்,மதுரை ஐயம்பெருமாள்,பிரபந்தம் - சதகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0574.html,pmuni0574.txt
713,575,சங்ககாலச் சான்றோர்கள்,ந. சஞ்சீவி,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0575.html,pmuni0575.txt
714,576,ராணி மங்கம்மாள்,தீபம் நா. பார்த்தசாரதி,சரித்திர நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0576.html,pmuni0576.txt
715,577,வீரர் உலகம்,கி. வா. ஜகந்நாதன்,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0577.html,pmuni0577.txt
716,578,மனத்தின் தோற்றம் ,சுந்தர சண்முகனார்,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0578.html,pmuni0578.txt
717,579,வல்லிக்கண்ணன் கதைகள் (இரு பாகங்களாக) ,வல்லிக்கண்ணன்,சிறுகதைகள் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0579_01.html | pmuni0579_02.html,pmuni0579_01.txt | pmuni0579_02.txt
718,580,துளசி மாடம் ,தீபம் நா. பார்த்தசாரதி,சமூக நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0580.html,pmuni0580.txt
719,581,நடராச சதகம் ,ஸ்ரீமத் சிதம்பரநாத முனிவர்,பிரபந்தம் - சதகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0581.html,pmuni0581.txt
720,582,சோழ மண்டல சதகம்,வேளூர் ஆத்ம நாத தேசிகர்,பிரபந்தம் - சதகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0582.html,pmuni0582.txt
721,583,வஞ்சிமாநகரம் ,தீபம் நா. பார்த்தசாரதி,சரித்திர நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0583.html,pmuni0583.txt
722,584,சிலம்பு நெறி ,குன்றக்குடி அடிகளார்,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0584.html,pmuni0584.txt
723,585,எங்கே போகிறோம்?  ,குன்றக்குடி அடிகளார்,வானொலி சொற்பொழிவுகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0585.html,pmuni0585.txt
724,585,சீகாளத்திக் கலம்பகம்,திருஎவ்வுளுர் இராமசாமி செட்டியார்,பிரபந்தம் - கலம்பகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0586.html,pmuni0586.txt
725,587,முது மொழிக் காஞ்சி,சுந்தர சண்முகனார் உரையுடன்,பதினெண் கீழ்க் கணக்கு நூல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0587.html,pmuni0587.txt
726,588,பல்லவப் பேரரசர்,மா. இராசமாணிக்கனார்,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0588.html,pmuni0588.txt
727,589,ஆழ்கடலில் சில ஆணிமுத்துகள்,சுந்தர சண்முகனார்,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0589.html,pmuni0589.txt
728,590,புதிய தமிழகம்,மா. இராசமாணிக்கனார்,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0590.html,pmuni0590.txt
729,591,திருமுருகாற்றுப்படை,கி. வா. ஜகந்நாதன் பொழிப்புரையுடன்,சங்ககாலம் – பத்துப்பாட்டு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0591.html,pmuni0591.txt
730,592,மனை விளக்கு (சங்கநூற் காட்சிகள்),கி. வா. ஜகந்நாதன்,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0592.html,pmuni0592.txt
731,593,குறிஞ்சித் தேன்,ராஜம் கிருஷ்ணன்,சமூக நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0593.html,pmuni0593.txt
732,594,தாமரைப் பொய்கை (சங்கநூற் காட்சிகள்),கி. வா. ஜகந்நாதன்,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0594.html,pmuni0594.txt
733,595,இன்ப மாலை (சங்கநூற் காட்சிகள்),கி. வா. ஜகந்நாதன்,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0595.html,pmuni0595.txt
734,596,வனதேவியின் மைந்தர்கள்,ராஜம் கிருஷ்ணன்,சமூக நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0596.html,pmuni0596.txt
735,597,உதயணகுமார காவியம்,பொ. வே. சோமசுந்தரனார் உரையுடன்,காப்பியங்கள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0597.html,pmuni0597.txt
736,598,சமணமும் தமிழும் (முதல் பாகம்),மயிலை சீனி. வேங்கடசாமி,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0598.html,pmuni0598.txt
737,599,பொருநராற்றுப்படை விளக்கம்,கி. வா. ஜகந்நாதன்,சங்ககாலம் – பத்துப்பாட்டு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0599.html,pmuni0599.txt
738,600,சோழர் வரலாறு (3 பாகங்களாக),மா. இராசமாணிக்கனார்,ஆராய்ச்சிக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0600_01.html | pmuni0600_02.html | pmuni0600_03.html,pmuni0600_01.txt | pmuni0600_02.txt | pmuni0600_03.txt
739,601,நாக குமார காவியம்,மூலமும் சின்னசாமி நயினார் உரையும்,காப்பியம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0601.html,pmuni0601.txt
740,602,சூளாமணி - பாகம் 2 & 3,தோலாமொழித் தேவர்,காப்பியம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0602_01.html | pmuni0602_02.html,pmuni0602_01.txt | pmuni0602_02.txt
741,603,ஸ்ரீஆண்டாள் பிள்ளைத்தமிழ்,மு. வேணுகோபாலசாமி நாயுடவர்கள் தொகுப்பு,பிரபந்தம் - பிள்ளைத்தமிழ்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0603.html,pmuni0603.txt
742,604,எழு பெரு வள்ளல்கள்,கி. வா. ஜகந்நாதன்,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0604.html,pmuni0604.txt
743,605,சதுரகிரி அறப்பளீசுர சதகம் (ஆங்கில மொழிபெயர்ப்பு),அம்பலவாணக் கவிராயரவர்கள்; கௌசல்யா ஹார்ட்,"பிரபந்தம் - சதகம், மொழிபெயர்ப்பு",public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0605.html,pmuni0605.txt
744,606,வேத வித்து (நாவல்),சாவி (சா. விஸ்வநாதன்),நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0606.html,pmuni0606.txt
745,607,"உமார் கயாம் (நாவல், 2 பாகங்களாக)",நாரா. நாச்சியப்பன்,வரலாறு / சரித்திரம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0607_01.html | pmuni0607_02.html,pmuni0607_01.txt | pmuni0607_02.txt
746,608,கஞ்சகிரி சித்தேசர் சதகம்,சேலம் அநந்த நாராயண சர்மா,பிரபந்தம் - சதகம்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0608.html,pmuni0608.txt
747,609,தமிழச்சி (கவிதைகள்),கவிஞர் வாணிதாசன்,கவிதைத் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0609.html,pmuni0609.txt
748,610,அதிகமான் நெடுமான் அஞ்சி,கி. வா. ஜகந்நாதன்,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0610.html,pmuni0610.txt
749,611,கொடி முல்லை (கவிதைகள்),கவிஞர் வாணிதாசன்,கவிதைத் தொகுப்பு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0611.html,pmuni0611.txt
750,612,திருக்குறள்  - கலைஞர் உரை,கலைஞர் மு. கருணாநிதி,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0612.html,pmuni0612.txt
751,613,தமிழ் விருந்து,ரா.பி. சேதுப்பிள்ளை,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0613.html,pmuni0613.txt
752,614,பிடியும் களிறும் (சங்கநூற் காட்சிகள்),கி. வா. ஜகங்காதன்,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0614.html,pmuni0614.txt
753,615,வேலின் வெற்றி   (கந்தபுராணத்தைத் தழுவி எழுதிய நூல்) ,ரா.பி. சேதுப்பிள்ளை,இலக்கியக் கட்டுரைகள்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0615.html,pmuni0615.txt
754,616,திரிசரபுரம் ஸ்ரீ மீனாட்சிசுந்தரம் பிள்ளை  சரித்திரம் - பாகம் 1   ,உ.வே. சாமிநாத அய்யர்,வரலாறு,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0616_01.html | pmuni0616_02.html,pmuni0616_01.txt | pmuni0616_02.txt
755,617,"நித்திலவல்லி (நாவல், 3 பாகங்களாக)",தீபம் நா. பார்த்தசாரதி,சரித்திர நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0617_01.html | pmuni0617_02.html | pmuni0617_03.html,pmuni0617_01.txt | pmuni0617_02.txt | pmuni0617_03.txt
756,618,தூதுத் திரட்டு (6 தூது நூல்கள்)  1. பெரிய தம்பி பிள்ளை பேரில் மான்விடு தூது   2. முத்துவீரப்பப் பிள்ளை பேரில் மான்விடு தூது   3. வெள்ளைய ராசேந்திரன் துகில்விடு தூது   4. செங்குந்தர் துகில்விடு தூது   5. சங்கரமூர்த்தி பேரில் விறலிவிடு தூது   6. மணவை - திருவேங்கடமுடையான் மேக விடு தூது ,"புலவர் பசுபதி, சந்திரசேகரன் தொகுப்பு",பிரபந்தம் - தூது,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0618.html,pmuni0618.txt
757,619,சேற்றில் மனிதர்கள் (சமூக நாவல்),ராஜம் கிருஷ்ணன்,சமூக நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0619.html,pmuni0619.txt
758,620,ஊருக்குள் ஒரு புரட்சி (நாவல்),சு. சமுத்திரம்,நாவல்,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0620.html,pmuni0620.txt
759,621,நாலாயிரத் திவ்வியப் பிரபந்தம் ஆங்கில மொழிபெயர்ப்பு - பாகம் 1 (1-947),கௌசல்யா ஹார்ட்,"சமயம் - வைணவம்,  மொழிபெயர்ப்பு",public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0621_eng.html | pmuni0621_tam.html,pmuni0621_eng.txt | pmuni0621_tam.txt
760,622,நாலாயிரத் திவ்வியப் பிரபந்தம் ஆங்கில மொழிபெயர்ப்பு - பாகம் 2  (948 -2081),கௌசல்யா ஹார்ட்,"சமயம் - வைணவம்,  மொழிபெயர்ப்பு",public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0622_eng.html | pmuni0622_tam.html,pmuni0622_eng.txt | pmuni0622_tam.txt
761,623,நாலாயிரத் திவ்வியப் பிரபந்தம் ஆங்கில மொழிபெயர்ப்பு - பாகம் 3  (2082-2970) ,கௌசல்யா ஹார்ட்,"சமயம் - வைணவம்,  மொழிபெயர்ப்பு",public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0623_eng.html | pmuni0623_tam.html,pmuni0623_eng.txt | pmuni0623_tam.txt
762,624,நாலாயிரத் திவ்வியப் பிரபந்தம் ஆங்கில மொழிபெயர்ப்பு - பாகம் 4  (2971-4000) ,கௌசல்யா ஹார்ட்,"சமயம் - வைணவம்,  மொழிபெயர்ப்பு",public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0624_eng.html | pmuni0624_tam.html,pmuni0624_eng.txt | pmuni0624_tam.txt
763,625,நெருப்புக் காடுகள் (மரபு கவிதை தொகுதிகள்) ,தென்னவன்,மரபு கவிதை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0625.html,pmuni0625.txt
764,626,மாயூரநாதர் அந்தாதி ,வே. முத்துஸாமி ஐயர்,பிரபந்தம் - அந்தாதி,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0626.html,pmuni0626.txt
765,627,சோமசுந்தர மும்மணிக்கோவை,அ. சோமசுந்தர முதலியார்,பிரபந்தம் - கோவை,public-domain or with due consent from respective authors,https://www.projectmadurai.org/pmworks.html,pmuni0627_01.html,pmuni0627_01.txt
